,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,ABF1_YPD,ACE2_YPD,ADR1_YPD,ARG80_YPD,ARG81_YPD,ARO80_YPD,ASH1_YPD,AZF1_YPD,BAS1_YPD,CAD1_YPD,CBF1_YPD,CHA4_YPD,CIN5_YPD,CRZ1_YPD,CUP9_YPD,DAL81_YPD,DAL82_YPD,DIG1_YPD,DOT6_YPD,FHL1_YPD,FKH1_YPD,FKH2_YPD,FZF1_YPD,GAL4_YPD,GAT1_YPD,GAT3_YPD,GCN4_YPD,GCR1_YPD,GCR2_YPD,GLN3_YPD,GTS1_YPD,HAA1_YPD,HAL9_YPD,HAP2_YPD,HAP3_YPD,HAP4_YPD,HAP5_YPD,HIR1_YPD,HIR2_YPD,HMS1_YPD,HSF1_YPD,IME4_YPD,INO2_YPD,INO4_YPD,IXR1_YPD,LEU3_YPD,MAC1_YPD,MAL13_YPD,MAL33_YPD,A1..MATA1._YPD,MBP1_YPD,MCM1_YPD,MET31_YPD,MET4_YPD,MIG1_YPD,MOT3_YPD,MSN1_YPD,MSN2_YPD,MSN4_YPD,MSS11_YPD,NDD1_YPD,NRG1_YPD,PDR1_YPD,PHD1_YPD,PHO2_YPD,PHO4_YPD,PUT3_YPD,RAP1_YPD,RCS1_YPD,REB1_YPD,RFX1_YPD,RGM1_YPD,RGT1_YPD,RIM101_YPD,RLM1_YPD,RME1_YPD,ROX1_YPD,RPH1_YPD,RTG1_YPD,RTG3_YPD,SFL1_YPD,SFP1_YPD,SIP4_YPD,SKN7_YPD,SKO1_YPD,SMP1_YPD,SOK2_YPD,STB1_YPD,STE12_YPD,STP1_YPD,STP2_YPD,SUM1_YPD,SWI4_YPD,SWI5_YPD,SWI6_YPD,THI2_YPD,UGA3_YPD,YAP1_YPD,YAP3_YPD,YAP5_YPD,YAP6_YPD,YAP7_YPD,YFL044C_YPD,YJL206C_YPD,ZAP1_YPD,ZMS1_YPD
593,-0.71,0.05,-0.12,0.64,-0.02,0.43,-0.31,-0.73,-0.56,-0.4,-0.05,0.36,0.63,0.35,0.54,0.14,0.01,-0.23,0.667701872,0.25708764,0.043599421,-0.561311787,-0.318039147,-0.445795499,0.291074119,0.126772953,-0.196127078,-0.251313879,0.438906958,-0.856224125,-0.389157792,0.734675288,-0.515311094,-0.166667214,-0.186598612,0.073691379,0.784432537,-0.333473003,-0.010946612,-0.681224346,-0.331281514,-0.481487098,0.437349947,-0.143563423,-0.381904644,-0.17689964,-0.372291906,-0.333650837,0.215798107,-0.343334296,-0.424961788,-0.003622405,-0.103197817,-0.419628778,-0.289462303,-0.03965395,0.064150146,-0.423013043,-0.115671412,-0.431336323,0.586666087,1.80569136,-0.249599749,-0.360726358,-0.165883425,-0.630100686,0.539640746,-0.272889163,-0.095644187,-0.133696249,-0.40676272,0.581989122,-0.447435415,0.00524935,-0.012447099,-0.569058806,0.024574575,-0.696301021,-0.501726029,-0.381040572,-0.142171728,0.208593419,-0.282596477,-0.066348507,0.457126292,0.520315429,-0.5242031,-0.612680697,-0.310305796,0.990282317,-0.080322345,-0.029161126,0.223531906,-0.142389767,-0.024176367,0.015950374,0.189036355,-0.270572021,0.154449186,0.323967316,0.368302366,0.966202232,-7.21E-06,-0.363789942,-0.748472128,-0.085155261,-0.091060663,-0.301762867,-0.392127063,-0.036372603,0.182540266,-0.626181609,0.044172784,-0.285424304,-0.606082178,-0.375701929,-0.333376024,-0.291985253,-0.325482166,-0.558394969,-0.345596173,0.003561654,-0.158566731,0.180814174
594,-2.25,-1.97,-1.74,0.26,1.26,1.4,0.95,0.22,-0.15,-0.97,-0.74,-0.08,1.14,0.96,1.4,0.55,0.11,-0.33,-0.516176114,-0.214035351,-0.1685999,-0.449854895,-0.282207791,-0.285040234,0.324391153,0.193711953,-0.238179624,-0.4627163,0.032091813,-0.946496526,0.032753965,0.604252693,0.193883875,0.231427001,-0.122182357,-0.340087275,0.527895169,0.014996793,-0.407238575,-1.413461476,-0.024737926,-0.999061918,0.408888995,0.191307693,-0.067385781,0.353248981,0.234149341,-0.321525892,0.071547965,-0.794359985,-0.208717855,-0.075418126,-0.288234623,-0.176240158,-0.006003699,1.300656061,1.77321478,0.119671311,0.163453132,-0.173344704,0.135711765,1.346118848,-0.122321609,0.068749357,0.027742194,0.530963957,0.11893257,-0.508610097,0.494956744,-1.278780653,-0.151146003,1.368740305,-0.0821697,-0.218084435,0.391990815,0.021604661,-0.176072017,-0.68581499,1.083311485,-0.195079581,-0.292665467,-0.070220271,-0.040270078,-0.469758922,0.724297958,0.000799753,-0.623652199,-0.281327914,-0.598430912,0.006731468,0.209676943,-0.211114806,-0.047637789,0.17593,0.416279305,0.374850638,-0.351239421,-0.022538266,-0.763685714,0.273180346,-0.069342767,0.096770418,-0.26812596,-0.140742786,-0.447505216,0.187386187,-0.236082232,-0.189260252,-0.068865521,-0.039604807,-0.018013763,0.064346914,2.184327653,-0.87884234,-0.700276196,-0.001289335,-0.072960545,-0.453068588,0.158650999,-0.617432719,-0.571975303,-0.065834861,-0.34735486,-0.609877758
595,-1.71,-1.35,-1.46,0.11,0.94,1.36,0.73,-0.06,-0.25,-0.71,-0.93,0,0.9,1.12,1.07,0.29,0.24,-0.27,-0.516176114,-0.214035351,-0.1685999,-0.449854895,-0.282207791,-0.285040234,0.324391153,0.193711953,-0.238179624,-0.4627163,0.032091813,-0.946496526,0.032753965,0.604252693,0.193883875,0.231427001,-0.122182357,-0.340087275,0.527895169,0.014996793,-0.407238575,-1.413461476,-0.024737926,-0.999061918,0.408888995,0.191307693,-0.067385781,0.353248981,0.234149341,-0.321525892,0.071547965,-0.794359985,-0.208717855,-0.075418126,-0.288234623,-0.176240158,-0.006003699,1.300656061,1.77321478,0.119671311,0.163453132,-0.173344704,0.135711765,1.346118848,-0.122321609,0.068749357,0.027742194,0.530963957,0.11893257,-0.508610097,0.494956744,-1.278780653,-0.151146003,1.368740305,-0.0821697,-0.218084435,0.391990815,0.021604661,-0.176072017,-0.68581499,1.083311485,-0.195079581,-0.292665467,-0.070220271,-0.040270078,-0.469758922,0.724297958,0.000799753,-0.623652199,-0.281327914,-0.598430912,0.006731468,0.209676943,-0.211114806,-0.047637789,0.17593,0.416279305,0.374850638,-0.351239421,-0.022538266,-0.763685714,0.273180346,-0.069342767,0.096770418,-0.26812596,-0.140742786,-0.447505216,0.187386187,-0.236082232,-0.189260252,-0.068865521,-0.039604807,-0.018013763,0.064346914,2.184327653,-0.87884234,-0.700276196,-0.001289335,-0.072960545,-0.453068588,0.158650999,-0.617432719,-0.571975303,-0.065834861,-0.34735486,-0.609877758
597,-0.17,-0.24,0.09,-0.3,0.29,-0.01,0.69,-0.03,0.09,-0.22,-0.32,-0.28,0.05,-0.16,0.36,-0.12,0.24,-0.12,-0.178042716,-0.349737421,0.062022074,0.163812484,-0.111748979,-0.282164511,-0.207752365,0.129243313,-0.291785372,-0.00727024,0.103260478,0.433118522,-0.07861402,-0.148393613,-0.031542723,0.000399715,-0.267608269,0.597857981,0.154646458,-0.183379586,0.312516366,-0.243540505,0.048167537,-0.067847249,-0.292496165,-0.453334187,0.051420829,0.048723187,-0.00961147,-0.063145318,-0.26641686,-0.138905588,0.216031136,0.05350884,0.086251148,0.326475221,-0.049365758,0.15762313,-0.032274258,0.110656965,-0.787402598,-0.46577176,0.80269343,1.640426813,0.162881333,0.174814432,0.132661856,0.035492443,0.29778927,0.36994426,-0.119090274,-0.022251719,0.018008396,-0.057436732,0.014381718,0.104363635,-0.100346851,-0.025874405,-0.318307708,-0.709548984,-0.153923219,-0.071298,0.000374908,0.264843733,1.641080454,-0.141049076,-0.058828003,-0.196706345,-0.196281407,-0.000139688,0.539340883,-0.588432464,0.010787571,0.005700066,-0.071930721,0.000122624,-0.088438963,0.009744593,-0.473674912,0.069675773,1.046085959,0.078778139,0.139703922,-0.054626803,-1.247753811,0.188439793,-0.203831663,0.31173967,1.083185859,0.108030996,-0.464231369,-0.104075153,-0.532589123,-0.265488115,-0.18179816,0.180909754,0.261681726,-0.155912623,-0.000919968,0.036556223,-0.124822661,-0.289466094,0.179669388,0.037758223,0.067687448,0.418967741
598,-0.43,-0.52,-0.49,-0.01,-0.13,-0.26,-0.04,-0.52,-0.37,0.36,1.22,0.56,0.54,0.03,0.07,-0.11,0.16,-0.08,-0.041488943,0.235534688,0.156172137,0.174397981,-0.186195057,0.02235446,0.500161925,0.092582544,0.020346589,0.135402874,-0.068044781,-0.704470703,-0.099645972,0.840495703,-0.218161228,-0.366734027,-0.184607182,-0.241705557,0.751912956,0.009416976,0.315317085,1.333100751,-0.1332376,-0.37608294,0.609579767,0.067855793,0.081762556,0.329731439,-0.383164571,-0.001393248,-0.14459429,-0.413918517,-0.22683879,-0.146607657,-0.13538632,-0.159093896,0.009058748,0.274110032,0.036526825,0.071659302,-0.033111015,0.190777798,0.243780569,0.769531665,-0.198889465,-0.17680523,0.237721684,1.305524486,0.036217615,-0.048612302,0.087568205,-0.278469127,-0.007299095,-0.038241143,0.050386904,0.033114113,0.021799501,-0.673647683,0.073081768,-0.556593451,-0.069527136,-0.216524738,0.089497337,-0.28645682,0.003290638,-0.483617043,0.263398039,-0.112686189,0.004584949,-0.588420338,-0.495048611,0.075416252,0.099129142,-0.25896497,-0.328738154,0.376892899,0.177625079,0.219859423,0.123270742,0.018583472,0.012385027,0.360189963,-0.06815112,-0.042018441,-0.014057546,0.137223745,-0.232373963,-0.140045125,-0.174157919,-0.027705239,-0.201247355,-0.190706393,0.224014582,1.669689572,-1.039765913,0.010988603,-0.560492155,-0.042431511,-0.067278954,0.081278673,-0.114529357,-0.556697174,-0.01287122,0.13257171,0.002083766,1.161528882
599,0.23,0.16,-0.01,-0.02,-0.09,-0.02,0.13,0.21,0.32,-0.19,-0.02,-0.23,0.02,-0.34,-0.12,-0.14,0.14,-0.02,-0.149169763,-0.116154688,0.002282413,-0.457560229,-0.218166934,0.536998202,-0.000595667,0.138308585,-0.268750848,0.339715488,-0.321769443,-0.146448684,-0.247943794,-0.13361765,-0.362500815,-0.544430231,-0.454207295,-0.003127283,-0.667227069,-0.151401695,0.605367364,0.867262962,0.203443997,-0.4395688,-0.35176734,-0.174166156,0.036602218,-0.32753157,0.15501721,-0.330131454,-0.174415558,-0.136642058,-0.321880018,-0.126310725,0.051434054,-0.283285761,-0.177893753,0.033239312,0.086321948,-0.207350645,-0.672546567,-0.179312481,0.070136216,0.460188756,-0.444586207,-0.112070285,-0.207981345,0.211130097,-0.863010692,0.106056266,-0.180484072,0.863012768,-0.093446704,0.606654376,0.060513123,0.185535988,0.060016246,-0.455152744,-0.162263908,0.19816371,1.547960037,-0.030521197,-0.047668134,0.074817096,-0.045739073,0.331775831,0.565041241,-0.364063481,-0.359421974,-0.224664008,-0.39965366,-0.382559756,-0.000613911,0.00476801,0.417786855,-0.317967496,0.010583648,0.075683499,0.091599646,-0.021833503,-0.35659535,0.620235523,-0.119036877,0.663337696,-0.284290024,-0.092523781,0.027799934,0.846609489,0.327466632,-0.059658956,-0.54854916,0.034341946,-0.377112893,0.035606457,-0.122547522,-0.135836047,-0.715684423,-0.447351238,-0.496554763,0.009218449,-0.016747377,-0.067989823,0.002776534,0.220225309,0.099083616,-0.20216958
600,-0.63,-0.57,-0.43,-1.17,-0.69,-0.6,0.26,0.47,1.14,0.91,0.4,0.09,0.07,-0.13,-0.46,0.16,0.23,0.96,2.636410245,0.125552318,0.53616473,0.078109313,0.055141778,0.238955205,-0.393672927,0.523275898,0.136889986,0.146275797,-0.730850676,0.699585834,0.287774042,-0.085905114,-0.000432282,-0.343970658,-0.135914529,0.149961939,-0.508652954,-0.015644314,0.655081309,-0.115527237,0.186524518,-0.056217044,0.004892817,-0.369563606,0.393975926,0.16717562,0.119679012,0.377014328,0.106931578,-0.039350077,0.240639166,0.026886017,0.164194407,0.000147147,0.161045612,0.070149546,0.12543845,0.003134166,-0.328556831,-0.174239556,0.120005493,0.119610361,-0.085904471,0.380941848,-0.000935314,-0.665656464,-0.617084476,-0.535577807,0.216365957,0.399018693,0.189608383,0.115141275,0.02577625,-0.064277883,-0.045823839,-0.067506523,0.025603489,-0.465364224,0.411753039,0.201468255,0.266493205,0.041340981,1.273550144,1.931903699,-0.090825584,-0.511517568,-0.181043253,0.087155803,-0.33718393,-0.959937903,-0.433360094,0.629837695,0.452251087,0.00607134,0.048102933,0.086497236,0.489617535,0.290121323,0.160172193,0.473006321,0.248417764,-0.373769598,-0.95650338,0.089644176,-0.253860367,-0.398602473,0.398917267,-0.085359616,-0.399992772,0.072729953,-0.473309921,-0.058449573,-0.122487558,-0.243574956,0.175389954,0.06261593,0.252224652,0.093622642,0.355329585,-0.17351775,0.443242113,0.235617521,0.095718817,0.659417974
601,-0.63,-0.49,-1.14,-1.81,-0.91,-0.75,0.36,1.06,1.53,0.95,0.54,0.09,-0.1,-0.95,-0.25,0.24,1,1.26,-0.149169763,-0.116154688,0.002282413,-0.457560229,-0.218166934,0.536998202,-0.000595667,0.138308585,-0.268750848,0.339715488,-0.321769443,-0.146448684,-0.247943794,-0.13361765,-0.362500815,-0.544430231,-0.454207295,-0.003127283,-0.667227069,-0.151401695,0.605367364,0.867262962,0.203443997,-0.4395688,-0.35176734,-0.174166156,0.036602218,-0.32753157,0.15501721,-0.330131454,-0.174415558,-0.136642058,-0.321880018,-0.126310725,0.051434054,-0.283285761,-0.177893753,0.033239312,0.086321948,-0.207350645,-0.672546567,-0.179312481,0.070136216,0.460188756,-0.444586207,-0.112070285,-0.207981345,0.211130097,-0.863010692,0.106056266,-0.180484072,0.863012768,-0.093446704,0.606654376,0.060513123,0.185535988,0.060016246,-0.455152744,-0.162263908,0.19816371,1.547960037,-0.030521197,-0.047668134,0.074817096,-0.045739073,0.331775831,0.565041241,-0.364063481,-0.359421974,-0.224664008,-0.39965366,-0.382559756,-0.000613911,0.00476801,0.417786855,-0.317967496,0.010583648,0.075683499,0.091599646,-0.021833503,-0.35659535,0.620235523,-0.119036877,0.663337696,-0.284290024,-0.092523781,0.027799934,0.846609489,0.327466632,-0.059658956,-0.54854916,0.034341946,-0.377112893,0.035606457,-0.122547522,-0.135836047,-0.715684423,-0.447351238,-0.496554763,0.009218449,-0.016747377,-0.067989823,0.002776534,0.220225309,0.099083616,-0.20216958
602,-1,-0.87,0.4,0.71,0.54,0.38,0.31,-0.29,-0.21,0,0.27,0.46,0.46,-0.31,0.02,-0.27,-0.02,-0.58,-0.012548966,-0.200264953,0.141596932,-0.096023789,-0.022693872,0.134679506,0.365831258,-0.483587995,-0.033216728,-0.220147419,0.977999864,0.593718905,-0.036716961,0.926934589,0.252363822,-0.00589644,0.435176568,-0.070630407,-0.069061346,0.188489294,-0.442745557,0.586821321,-0.172773748,0.020301638,0.224323721,0.246836484,-0.171622976,0.006867736,-0.207108108,-0.055681276,-0.15847931,0.772985072,-0.306090391,-0.188059837,-0.203702228,-0.09808063,-0.140979795,0.003153888,-0.125934657,-0.009849005,0.024131138,0.031790966,-0.015781981,-0.01610347,-0.584403803,-0.380015734,0.254677724,0.422894013,-0.001521244,-0.585876009,0.042125294,-0.248783362,-0.130462422,0.554622346,-0.116603151,-0.519065313,0.234941236,0.215017508,0.324715227,0.166577402,0.028704929,-0.005674734,-0.031907567,0.084178043,0.391834905,-0.004247452,-0.063744044,-0.312317277,-0.357175736,-0.364263399,0.00182155,-0.049488959,0.178291537,-0.050315804,-0.110557765,0.117589995,-0.089504328,0.234876998,-0.018476859,-0.102132268,-0.187371299,-0.266110751,0.13361087,-0.190531142,-0.291542821,-0.174021907,-0.007305547,0.749667783,-0.020006019,-0.076871894,0.523354595,0.014926401,0.29731528,0.222593395,0.390805676,0.316679499,-0.546097845,0.156261467,-0.235658092,0.018473802,-0.01570748,0.769759978,-0.012508466,-0.268078948,-0.136226185,0.527304091
603,0.12,0.21,-0.96,-1.11,-0.6,-0.73,-0.91,-0.64,-0.91,0.9,1.56,1.2,0.89,0.23,0.23,-0.06,0.16,0.42,-0.326636865,0.644405002,0.15797049,-0.426841855,-0.302256956,0.001346128,0.651829096,-0.264372358,0.047277186,-0.307024075,0.447780816,-0.371777165,-0.038691632,0.773219423,0.267455376,-0.196018743,-0.195891015,-0.189585689,0.001227788,0.00396844,0.355004646,0.169642847,0.143871277,-0.424202966,0.104763366,-0.188693405,-0.389301223,-0.207442344,0.019185796,-0.049580515,0.184479877,-0.031694702,-0.564181207,-0.06082129,-0.027776201,0.008913654,0.035511164,0.197928154,-0.268136228,-0.203735259,-0.065571591,0.219434463,0.022212828,0.890622335,-0.49450926,-0.336395168,0.223968879,0.854301713,0.535255417,-0.106984373,0.797522958,0.190617641,0.070520126,0.473542555,-0.00583631,0.010619594,0.003420467,-0.06885113,-0.338389387,-0.445683024,0.170317361,0.343708213,0.25096909,0.16732838,-0.212319841,0.578923356,-0.941262167,0.525493623,-0.097696349,0.179772177,-0.570322147,0.89567713,0.201487828,-0.152072505,-0.036884197,0.005879106,-0.253298915,-0.117647718,0.065704788,0.019335697,0.22812406,0.527171451,0.159012195,-0.002575243,-0.117451947,0.076839535,-0.028879236,-0.003162013,-0.764948856,-0.066126104,-0.085702289,-0.273229299,0.179552452,0.884963266,0.002444018,-0.040058393,-0.386581183,-0.020504597,-0.136619299,-0.260186211,-0.098186797,-0.336764916,-0.088545527,0.232234884,-0.263394761,0.621634247
608,0.03,0.79,1.1,0.88,0.35,0.29,-0.21,-0.14,-0.21,-0.3,-0.03,0,-0.08,-0.08,-0.23,-0.24,-1.43,-0.51,-0.566027834,-0.061020421,-0.352094661,-0.553151418,-0.108591204,-0.099420355,-0.073251288,-0.389975678,-0.449547556,0.587794807,0.019740765,-0.568505148,0.389112016,0.354283902,-0.712245198,-0.56381306,-0.169750713,-0.18152364,0.782876526,-0.273303418,0.489064527,0.172538975,-0.5639677,-0.686552243,0.655126659,-0.01646478,-0.282351676,-0.2964125,-0.081397118,-0.494609183,-0.041432062,-0.003483058,1.519122018,-0.135149531,-0.65623008,-0.160627104,-0.403486367,-0.472480847,-0.238012292,-0.270175704,-0.058026244,-0.326203991,0.123500135,0.748458056,-0.263784976,-0.158589694,-0.001263488,0.485215457,0.001018904,-0.896945184,-0.023581737,0.212634827,-0.246594289,0.342685583,-0.394114963,-0.509484046,-0.070342024,0.048592211,0.443950417,-1.040385709,0.914446654,-0.722266881,-0.478572724,-0.16137232,-0.584635674,0.040395764,-0.101607521,0.001073687,-0.644528868,-0.543330548,-0.18732614,0.780505721,-0.128377676,-0.102639408,-0.272535967,-0.153860942,-0.297473958,0.268569853,-0.458969345,-0.425829516,-0.96481223,0.005886865,-0.001596085,0.122378121,0.178502404,-0.314456408,-1.006925634,-0.924982957,-0.032696118,-0.047457254,-0.356822965,-0.447313843,-0.533458137,-0.024135847,0.072503593,-0.611594419,-0.809766808,1.433447597,-0.000962656,-0.465611576,-0.301480548,-0.02126218,-0.286046265,-0.131522512,-0.289313793,-0.003213067
610,-1.3,-0.06,0.6,0.5,0.21,-0.23,-0.91,-0.57,0.79,0.21,1.12,0.29,0.16,-0.55,-0.19,-0.34,0.12,0.16,-0.176828763,0.147144378,-0.07632609,-0.190892848,-0.059691239,0.012306641,0.406887206,0.146105016,-0.334116087,-0.297047867,-4.97E-05,-0.589994955,0.085198512,-0.104150484,-0.004894297,-0.108904635,-0.636282322,0.070148309,0.08863553,0.066704655,0.506037325,-0.063637457,-0.141190591,-0.512055395,0.185936554,-0.364924055,-0.457108661,0.222830522,0.360401362,-0.402104195,0.027408447,-0.447575001,-0.270758942,-0.244011289,-0.61442221,-0.258913318,-0.285215994,0.113825163,0.231125158,-0.071730958,-1.3310639,-0.30202219,0.050828892,1.216848677,-0.085984969,0.221825496,0.197394772,-0.382399241,0.08084319,-0.627477366,0.076394636,-0.027063288,-0.062873422,0.828248518,-0.277451823,-0.051884533,0.306534652,-0.435512683,0.221509263,-0.188552891,0.289857123,-0.411977175,0.199554129,-0.029025783,0.721081685,-0.182119446,0.459986136,0.190787657,-0.159156013,-0.097694126,-0.001307949,-0.377385165,0.08732325,0.486127498,0.296827277,-0.164753545,0.373704331,-0.227629267,0.04775544,-0.455932952,0.333540633,0.225319975,-0.081607796,0.754391814,-0.63890552,-0.092064302,0.240469674,-1.013648601,0.219607188,-0.091683372,-0.466931549,-0.281597127,-0.108385289,0.301886572,0.323897933,-0.426464013,-0.836621609,-0.419386618,-0.097550207,-0.310598436,0.142068849,-0.305521295,-0.256035004,-0.076374339,-0.264613122,0.156978884
611,0.01,-0.19,0.42,0.38,0.38,0.1,0.21,-0.26,-0.32,-0.47,-0.16,0.05,0.34,-0.14,0.1,-0.32,0.14,-0.26,-0.21491167,-0.085437972,0.087821128,-0.272558534,0.052376661,-0.410216996,0.266627768,-0.801189029,0.0475959,-0.202421978,0.953747683,-0.491047468,-0.228533595,0.942958984,-0.007542369,-0.199522424,0.440951242,-0.198604836,0.929480463,-0.06654807,0.39914998,0.644839657,-0.326425341,0.200927395,0.083978381,0.04902945,0.015974488,-0.258004365,-0.066425458,-0.212039753,-0.114516472,0.581982472,-0.233373174,0.033816383,-0.208138347,-0.052750776,-0.115195127,-0.079992309,-0.432402589,-0.502950465,0.017505497,0.054808338,0.134650464,-0.178966031,-0.628613658,-0.299123722,0.006647317,-0.543121765,0.871812429,-0.176963393,0.603996055,-0.569663936,-0.161145198,0.004067566,-0.268207079,-0.419978583,-0.061264647,0.093181402,-0.022334501,-0.586682504,-0.088441187,-0.015948194,-0.229872547,-0.169670871,-0.072847327,0.40780738,-0.167583178,1.334638693,-0.388752441,-0.248163155,-0.199592204,0.988617581,0.068987172,-0.317170456,-0.015807827,-0.051490367,-0.038073763,-0.041635544,0.394531373,-0.205085658,-0.005147692,-0.213533227,0.700203008,-0.172119189,0.690488614,-0.332343992,-0.674343494,0.753991599,-0.125874489,0.000634069,-0.267717531,-0.345802441,-1.018504244,0.11011638,0.513574728,0.305238748,-0.18210185,-0.575903101,0.033688134,-0.082812372,-0.422085652,0.731755947,-0.333271417,0.006196466,-0.356357132,0.164483165
612,-0.35,-0.72,0.4,0.34,0.67,0.23,0.46,0.04,-0.19,-0.31,-0.45,-0.07,-0.02,-0.07,0.43,-0.07,0.15,-0.45,-0.21491167,-0.085437972,0.087821128,-0.272558534,0.052376661,-0.410216996,0.266627768,-0.801189029,0.0475959,-0.202421978,0.953747683,-0.491047468,-0.228533595,0.942958984,-0.007542369,-0.199522424,0.440951242,-0.198604836,0.929480463,-0.06654807,0.39914998,0.644839657,-0.326425341,0.200927395,0.083978381,0.04902945,0.015974488,-0.258004365,-0.066425458,-0.212039753,-0.114516472,0.581982472,-0.233373174,0.033816383,-0.208138347,-0.052750776,-0.115195127,-0.079992309,-0.432402589,-0.502950465,0.017505497,0.054808338,0.134650464,-0.178966031,-0.628613658,-0.299123722,0.006647317,-0.543121765,0.871812429,-0.176963393,0.603996055,-0.569663936,-0.161145198,0.004067566,-0.268207079,-0.419978583,-0.061264647,0.093181402,-0.022334501,-0.586682504,-0.088441187,-0.015948194,-0.229872547,-0.169670871,-0.072847327,0.40780738,-0.167583178,1.334638693,-0.388752441,-0.248163155,-0.199592204,0.988617581,0.068987172,-0.317170456,-0.015807827,-0.051490367,-0.038073763,-0.041635544,0.394531373,-0.205085658,-0.005147692,-0.213533227,0.700203008,-0.172119189,0.690488614,-0.332343992,-0.674343494,0.753991599,-0.125874489,0.000634069,-0.267717531,-0.345802441,-1.018504244,0.11011638,0.513574728,0.305238748,-0.18210185,-0.575903101,0.033688134,-0.082812372,-0.422085652,0.731755947,-0.333271417,0.006196466,-0.356357132,0.164483165
613,-0.27,-0.1,0.36,0.12,0.31,-0.19,0.14,-0.34,-0.14,-0.16,-0.01,0.01,0.31,-0.12,0.2,-0.16,0.28,-0.23,-0.279281884,0.043102985,0.077167375,-0.372980706,-0.234300439,-0.579431257,0.603009318,-0.649966617,0.013411233,0.001344398,0.712732494,-0.326084277,-0.025132498,0.317595357,-0.15884853,-0.37353608,0.51583828,-0.025014457,-0.035641989,-0.029337928,-0.297784738,0.064365678,-0.013214599,0.028033417,0.318281898,-0.031439992,0.005362474,-0.031077596,-0.171743844,-0.116827372,0.069714401,-0.005384927,-0.354877048,-0.097927085,-0.312429745,-0.155602246,0.022182,-0.268433087,-0.438511734,-0.140917724,0.018252728,0.008877521,1.127605218,2.749128003,-0.278987213,-0.114211641,-0.093075765,0.540562575,0.978707659,0.016636803,0.057347954,-0.506218731,-0.162855219,0.791146256,0.11481982,0.427150016,0.105524281,0.167329022,0.287017843,0.170061442,0.316005522,-0.269903326,-0.333670018,-0.085683963,-0.170912823,-1.376363351,0.27976961,-0.132200836,-0.429106753,1.889176523,-0.584378342,-0.190713737,-0.22890078,-0.354959338,-0.187630914,0.132530781,0.322951468,0.104910269,9.88E-05,0.176619707,0.641862278,0.379502969,-0.002205315,-0.062891792,-0.110599712,-0.308634091,0.622104781,0.375353773,-0.055504215,-0.174422136,-0.252135995,-0.198228,-0.019081522,0.261279503,-0.110619182,-0.178392177,-0.173773289,-0.042271757,-0.183650904,-0.231255724,-0.219576909,-0.26018457,-0.70102965,-0.009533815,-0.247070214,0.47211049
614,-0.11,-0.17,0.02,-0.19,0.07,-0.1,0.26,-0.01,0.11,0.11,-0.11,-0.08,-0.04,-0.34,0.11,-0.04,0.56,-0.06,-0.279281884,0.043102985,0.077167375,-0.372980706,-0.234300439,-0.579431257,0.603009318,-0.649966617,0.013411233,0.001344398,0.712732494,-0.326084277,-0.025132498,0.317595357,-0.15884853,-0.37353608,0.51583828,-0.025014457,-0.035641989,-0.029337928,-0.297784738,0.064365678,-0.013214599,0.028033417,0.318281898,-0.031439992,0.005362474,-0.031077596,-0.171743844,-0.116827372,0.069714401,-0.005384927,-0.354877048,-0.097927085,-0.312429745,-0.155602246,0.022182,-0.268433087,-0.438511734,-0.140917724,0.018252728,0.008877521,1.127605218,2.749128003,-0.278987213,-0.114211641,-0.093075765,0.540562575,0.978707659,0.016636803,0.057347954,-0.506218731,-0.162855219,0.791146256,0.11481982,0.427150016,0.105524281,0.167329022,0.287017843,0.170061442,0.316005522,-0.269903326,-0.333670018,-0.085683963,-0.170912823,-1.376363351,0.27976961,-0.132200836,-0.429106753,1.889176523,-0.584378342,-0.190713737,-0.22890078,-0.354959338,-0.187630914,0.132530781,0.322951468,0.104910269,9.88E-05,0.176619707,0.641862278,0.379502969,-0.002205315,-0.062891792,-0.110599712,-0.308634091,0.622104781,0.375353773,-0.055504215,-0.174422136,-0.252135995,-0.198228,-0.019081522,0.261279503,-0.110619182,-0.178392177,-0.173773289,-0.042271757,-0.183650904,-0.231255724,-0.219576909,-0.26018457,-0.70102965,-0.009533815,-0.247070214,0.47211049
